id,review,sentiment,bio_tagged_review
114,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2,ডেটল-B সাবান-I
115,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0,
116,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
117,ডেটল সাবান টা অনেক ভালো ছিল। সবাই নিতে পারেন।,2,ডেটল-B সাবান-I
118,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
119,ডেটল সাবান নিয়ে আমি অনেক খুশি। বারবার কিনব।,2,ডেটল-B সাবান-I
120,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2,ডেটল-B সাবান-I
121,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
122,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1,ডেটল-B সাবান-I
123,বাজারের চেয়ে কম দামে পেলাম ডেটল সাবান। খুশি হলাম।,2,ডেটল-B সাবান-I
124,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2,ডেটল-B সাবান-I
125,ডেটল সাবান এর মান একদমই ভালো না। হতাশ হলাম।,0,ডেটল-B সাবান-I
126,বেশ ভালোই ছিল ডেটল সাবান টা। আবার নেব।,2,ডেটল-B সাবান-I
127,দামের তুলনায় ডেটল সাবান অনেক ভালো।,2,ডেটল-B সাবান-I
128,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিল।,2,ডেটল-B সাবান-I
129,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
130,ডেটল সাবান টা একদম ন্যাচারাল। ব্যবহারে ভালো ফল পেয়েছি।,2,ডেটল-B সাবান-I
131,অনেক ভালো কাজ করছে ডেটল সাবান। ধন্যবাদ।,2,ডেটল-B সাবান-I
132,খুব একটা ভালো না আবার খারাপও না। ডেটল সাবান মাঝারি মানের।,1,ডেটল-B সাবান-I
133,ডেটল সাবান টা অনেক ভালো ছিল। সবাই নিতে পারেন।,2,ডেটল-B সাবান-I
134,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
135,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
136,ডেটল সাবান কমদামে পেয়ে খুশি।,2,ডেটল-B সাবান-I
137,ডেটল সাবান দেওয়া হয়নি অথচ টাকা কেটে নিয়েছে।,0,ডেটল-B সাবান-I
138,ডেটল সাবান নিয়ে নতুন করে বলার কিছু নাই। অনেক ভালো।,2,ডেটল-B সাবান-I
139,দামের তুলনায় ডেটল সাবান অনেক ভালো।,2,ডেটল-B সাবান-I
140,"ডেটল সাবান দিয়েছে, তবে রিভিউ পরে দেব।",1,ডেটল-B সাবান-I
141,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1,ডেটল-B সাবান-I
142,ডেটল সাবান কমদামে পেয়ে খুশি।,2,ডেটল-B সাবান-I
143,ডেটল সাবান পেয়েছি। এখনো ব্যবহার করিনি।,1,ডেটল-B সাবান-I
144,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
145,ডেটল সাবান থেকে খারাপ গন্ধ আসছে। মানসম্পন্ন না।,0,ডেটল-B সাবান-I
146,ডেটল সাবান কমদামে পেয়ে খুশি।,2,ডেটল-B সাবান-I
147,এত কম দামে এত ভালো ডেটল সাবান পাওয়া যায় ভাবিনি।,2,ডেটল-B সাবান-I
148,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
149,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিল।,2,ডেটল-B সাবান-I
150,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2,ডেটল-B সাবান-I
151,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2,ডেটল-B সাবান-I
152,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2,ডেটল-B সাবান-I
153,ডেটল সাবান টা একদম ন্যাচারাল। ব্যবহারে ভালো ফল পেয়েছি।,2,ডেটল-B সাবান-I
154,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2,ডেটল-B সাবান-I
155,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
156,অরিজিনাল ডেটল সাবান পেয়েছি। অনেক ধন্যবাদ।,2,ডেটল-B সাবান-I
157,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2,ডেটল-B সাবান-I
158,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
159,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
160,ডেটল সাবান এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1,ডেটল-B সাবান-I
161,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
162,"ডেটল সাবান নিয়ে এখন কিছু বলা সম্ভব না, ব্যবহার করার পরে জানাব।",1,ডেটল-B সাবান-I
163,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ডেটল সাবান এর বদলে অন্যটা।",0,ডেটল-B সাবান-I
164,পণ্যটি যেমন দেখিয়েছিল তেমনই পেয়েছি। ডেটল সাবান ভালো।,2,ডেটল-B সাবান-I
165,ডেটল সাবান এর গন্ধ ও মান দুটোই ভালো।,2,ডেটল-B সাবান-I
166,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1,ডেটল-B সাবান-I
167,ডেটল সাবান এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1,ডেটল-B সাবান-I
168,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2,ডেটল-B সাবান-I
169,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1,ডেটল-B সাবান-I
170,ডেটল সাবান এর রঙ একদম মিলছে না ছবির সাথে।,0,ডেটল-B সাবান-I
171,ডেটল সাবান এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2,ডেটল-B সাবান-I
172,ডেটল সাবান ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2,ডেটল-B সাবান-I
173,ডেটল সাবান এর রঙ একদম মিলছে না ছবির সাথে।,0,ডেটল-B সাবান-I
174,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2,
175,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ডেটল সাবান এর বদলে অন্যটা।",0,ডেটল-B সাবান-I
176,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
177,ডেটল সাবান ব্যবহার করে কোনো উপকার পাইনি। হতাশ।,0,ডেটল-B সাবান-I
178,ডেটল সাবান এর মান মোটামুটি। দামের সাথে মিলিয়ে দেখলে চলে।,1,ডেটল-B সাবান-I
179,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2,ডেটল-B সাবান-I
180,ডেটল সাবান মোটামুটি ভালো।,1,ডেটল-B সাবান-I
181,আসল জিনিসের সাথে ডেটল সাবান এর কিছুটা পার্থক্য আছে।,1,ডেটল-B সাবান-I
182,ডেটল সাবান এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0,ডেটল-B সাবান-I
183,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0,
184,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2,ডেটল-B সাবান-I
185,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1,ডেটল-B সাবান-I
186,ডেটল সাবান খুব ভালো প্রোডাক্ট। রিকমেন্ড করছি।,2,ডেটল-B সাবান-I
187,এত কম কোয়ালিটির ডেটল সাবান আশা করিনি। ফেরত দিতে চাই।,0,ডেটল-B সাবান-I
188,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0,
189,ডেটল সাবান টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2,ডেটল-B সাবান-I
190,"ডেটল সাবান কিনলাম, ব্যবহার করলে বুঝব কেমন।",1,ডেটল-B সাবান-I
191,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2,ডেটল-B সাবান-I
192,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1,ডেটল-B সাবান-I
193,পণ্যের মান নিয়ে নিশ্চিত নই। ডেটল সাবান নতুন কিনলাম।,1,ডেটল-B সাবান-I
194,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2,ডেটল-B সাবান-I
195,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0,
196,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2,ডেটল-B সাবান-I
197,ডেটল সাবান কমদামে পেয়ে খুশি।,2,ডেটল-B সাবান-I
198,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2,ডেটল-B সাবান-I
199,ডেটল সাবান টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2,ডেটল-B সাবান-I
200,ডেটল সাবান মোটামুটি ভালো।,1,ডেটল-B সাবান-I
201,ফেসমাস্ক টা খুব ভালো। আবার অর্ডার করব।,2,
202,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1,
203,ফেসমাস্ক খুব কার্যকর। পরিবারের সবার কাজে আসছে।,2,
204,অনেক ভালো প্রোডাক্ট। ফেসমাস্ক নিয়ে খুশি।,2,
205,ফেসমাস্ক এর রঙ একদম মিলছে না ছবির সাথে।,0,
206,ফেসমাস্ক ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2,
207,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2,
208,দামের তুলনায় ফেসমাস্ক অনেক ভালো।,2,
209,ফেসমাস্ক পেয়েছি। এখনো ব্যবহার করিনি।,1,
210,মানসম্পন্ন ফেসমাস্ক। ধন্যবাদ সেলারকে।,2,
211,ফেসমাস্ক টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2,
212,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1,
213,বইটি পেয়েছি মানে ফেসমাস্ক পেয়েছি। বাকিটা পরে বলব।,1,
214,ফেসমাস্ক টা আঠা আঠা ছিল। ব্যবহার করা গেল না।,0,
215,ফেসমাস্ক ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2,
216,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2,
217,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2,
218,ফেসমাস্ক পণ্যটি ছবির মতোই এসেছে।,1,
219,দেখতে ঠিকঠাক ফেসমাস্ক। ব্যবহার করলে বোঝা যাবে।,1,
220,বাজারের চেয়ে কম দামে পেলাম ফেসমাস্ক। খুশি হলাম।,2,
221,ফেসমাস্ক এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0,
222,বেশ ভালোই ছিল ফেসমাস্ক টা। আবার নেব।,2,
223,দেখতে ঠিকঠাক ফেসমাস্ক। ব্যবহার করলে বোঝা যাবে।,1,
224,সীল খোলা ছিল। ফেসমাস্ক ভালো মনে হয়নি।,0,
225,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1,
226,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1,
227,আসল জিনিসের সাথে ফেসমাস্ক এর কিছুটা পার্থক্য আছে।,1,
228,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2,
229,ফেসমাস্ক টা আঠা আঠা ছিল। ব্যবহার করা গেল না।,0,
230,একটা ফেসমাস্ক কম পাওয়া গেছে। সেলার প্রতারণা করেছেন।,0,
231,ফেসমাস্ক পণ্যটি ছবির মতোই এসেছে।,1,
232,আসল জিনিসের সাথে ফেসমাস্ক এর কিছুটা পার্থক্য আছে।,1,
233,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2,
234,দামে সাশ্রয়ী এবং মানসম্পন্ন ফেসমাস্ক।,2,
235,"প্রথমবার কিনলাম ফেসমাস্ক, খুব উপকৃত হলাম।",2,
236,ফেসমাস্ক এর গন্ধটা একটু অন্যরকম মনে হলো।,1,
237,জেনুইন প্রোডাক্ট। ফেসমাস্ক দিয়ে অনেক সন্তুষ্ট।,2,
238,সঠিক পণ্য হাতে পেয়েছি। ফেসমাস্ক নিয়ে সন্তুষ্ট।,2,
239,সীল খোলা ছিল। ফেসমাস্ক ভালো মনে হয়নি।,0,
240,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ফেসমাস্ক এর বদলে অন্যটা।",0,
241,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2,
242,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2,
243,সঠিক পণ্য হাতে পেয়েছি। ফেসমাস্ক নিয়ে সন্তুষ্ট।,2,
244,ফেসমাস্ক টা খুব ভালো। আবার অর্ডার করব।,2,
245,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2,
246,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2,
247,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2,
248,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1,
249,এক্সপায়ারি ডেট প্রায় শেষ ফেসমাস্ক এর। মেনে নেওয়া কঠিন।,0,
250,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1,
251,"মাশাআল্লাহ, অনেক সুন্দর ফেসমাস্ক। ধন্যবাদ সেলারকে।",2,
252,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2,
253,সেলার ভুল ফেসমাস্ক পাঠিয়েছেন। বিরক্ত হলাম।,0,
254,পণ্যটি যেমন দেখিয়েছিল তেমনই পেয়েছি। ফেসমাস্ক ভালো।,2,
255,"মাশাআল্লাহ, অনেক সুন্দর ফেসমাস্ক। ধন্যবাদ সেলারকে।",2,
256,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2,
257,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2,
258,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেসমাস্ক পেলাম।",2,
259,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2,
260,আলহামদুলিল্লাহ ভালো ফেসমাস্ক পেয়েছি।,2,
261,ফেসমাস্ক পেয়ে অনেক খুশি হলাম। বন্ধুদেরও বলব।,2,
262,"সেলারের সার্ভিস ভালো, ফেসমাস্ক টাও ভালো পেয়েছি।",2,
