id,review,sentiment,bio_tagged_review
23,"ছবির মতো সেম ফেস ওয়াশ পাইনি, তবে কাজ চলে যাবে।",1,"ছবির মতো সেম ফেস-B ওয়াশ-I পাইনি, তবে কাজ চলে যাবে।"
24,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে।,2,এত কম দামে ফেস-B ওয়াশ-I। খুব খুশি কিনতে পেরে।
25,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
26,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে।,2,এত কম দামে ফেস-B ওয়াশ-I। খুব খুশি কিনতে পেরে।
27,ফেস ওয়াশ এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ফেস-B ওয়াশ-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
28,ছবির সাথে ফেস ওয়াশ এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে ফেস-B ওয়াশ-I এর হুবহু মিল আছে। খুব সুন্দর।
29,"আমি দুইবার নিয়েছি, ভালো ফেস ওয়াশ সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো ফেস-B ওয়াশ-I সবাই পছন্দ করে নিতে পারেন।"
30,"আমি দুইবার নিয়েছি, ভালো ফেস ওয়াশ সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো ফেস-B ওয়াশ-I সবাই পছন্দ করে নিতে পারেন।"
31,খুবই ভালো মানের ফেস ওয়াশ। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের ফেস-B ওয়াশ-I। একদম ন্যাচারাল মনে হয়।
32,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে।,2,এত কম দামে ফেস-B ওয়াশ-I। খুব খুশি কিনতে পেরে।
33,ফেস ওয়াশ সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,ফেস-B ওয়াশ-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
34,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
35,অনেক ভালো একটি ফেস ওয়াশ। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি ফেস-B ওয়াশ-I। ধন্যবাদ সেলারকে।
36,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
37,"ফেস ওয়াশ নিয়ে নতুন কি আর বলব, দারুন!",2,"ফেস-B ওয়াশ-I নিয়ে নতুন কি আর বলব, দারুন!"
38,ভালোই মনে হচ্ছে ফেস ওয়াশ টা। উপকার পেলে আবার নেব।,1,ভালোই মনে হচ্ছে ফেস-B ওয়াশ-I টা। উপকার পেলে আবার নেব।
39,ধন্যবাদ দারাজ কে। সঠিক ফেস ওয়াশ হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক ফেস-B ওয়াশ-I হাতে পেয়েছি।
40,সেলার রেসপন্স ভালো। ফেস ওয়াশ ব্যবহার করে রিভিউ দিবো।,1,সেলার রেসপন্স ভালো। ফেস-B ওয়াশ-I ব্যবহার করে রিভিউ দিবো।
41,দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ।,2,দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ-I।
42,"ফেস ওয়াশ এর অবস্থা খুবই খারাপ, রিটার্ন করবো।",0,"ফেস-B ওয়াশ-I এর অবস্থা খুবই খারাপ, রিটার্ন করবো।"
43,"ছবির মতো সেম ফেস ওয়াশ পাইনি, তবে কাজ চলে যাবে।",1,"ছবির মতো সেম ফেস-B ওয়াশ-I পাইনি, তবে কাজ চলে যাবে।"
44,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেস ওয়াশ টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেস-B ওয়াশ-I টা অনেক সুন্দর।
45,ছবির সাথে ফেস ওয়াশ এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে ফেস-B ওয়াশ-I এর হুবহু মিল আছে। খুব সুন্দর।
46,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
47,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
48,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস ওয়াশ দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস-B ওয়াশ-I দ্রুত হাতে পেয়েছি।
49,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস ওয়াশ দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস-B ওয়াশ-I দ্রুত হাতে পেয়েছি।
50,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
51,সব গুলোই ভালো ছিলো। শুধু ফেস ওয়াশ এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু ফেস-B ওয়াশ-I এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।
52,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে।,2,এত কম দামে ফেস-B ওয়াশ-I। খুব খুশি কিনতে পেরে।
53,"অসাধারণ! মিনি ফেস ওয়াশ, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি ফেস-B ওয়াশ-I, খুব ভালো প্রোডাক্ট।"
54,ফেস ওয়াশ সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,ফেস-B ওয়াশ-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
55,সেলার রেসপন্স ভালো। ফেস ওয়াশ ব্যবহার করে রিভিউ দিবো।,1,সেলার রেসপন্স ভালো। ফেস-B ওয়াশ-I ব্যবহার করে রিভিউ দিবো।
56,অনেক ভালো একটি ফেস ওয়াশ। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি ফেস-B ওয়াশ-I। ধন্যবাদ সেলারকে।
57,ছবির সাথে ফেস ওয়াশ এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে ফেস-B ওয়াশ-I এর হুবহু মিল আছে। খুব সুন্দর।
58,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
59,ভালোই মনে হচ্ছে ফেস ওয়াশ টা। উপকার পেলে আবার নেব।,1,ভালোই মনে হচ্ছে ফেস-B ওয়াশ-I টা। উপকার পেলে আবার নেব।
60,"অসাধারণ! মিনি ফেস ওয়াশ, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি ফেস-B ওয়াশ-I, খুব ভালো প্রোডাক্ট।"
61,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
62,"ফেস ওয়াশ নিয়ে নতুন কি আর বলব, দারুন!",2,"ফেস-B ওয়াশ-I নিয়ে নতুন কি আর বলব, দারুন!"
63,জাস্ট অসাধরন ফেস ওয়াশ। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন ফেস-B ওয়াশ-I। আমার খুবই পছন্দ হয়েছে।
64,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন।
65,ডেলিভারি অনেক লেট। ফেস ওয়াশ হাতে পেয়ে হতাশ হলাম।,0,ডেলিভারি অনেক লেট। ফেস-B ওয়াশ-I হাতে পেয়ে হতাশ হলাম।
66,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
67,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
68,"সেলার প্রতারক, নকল ফেস ওয়াশ দিয়েছে।",0,"সেলার প্রতারক, নকল ফেস-B ওয়াশ-I দিয়েছে।"
69,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
70,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
71,ফেস ওয়াশ সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,ফেস-B ওয়াশ-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
72,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
73,"ফেস ওয়াশ এর অবস্থা খুবই খারাপ, রিটার্ন করবো।",0,"ফেস-B ওয়াশ-I এর অবস্থা খুবই খারাপ, রিটার্ন করবো।"
74,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন।
75,"আমি দুইবার নিয়েছি, ভালো ফেস ওয়াশ সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো ফেস-B ওয়াশ-I সবাই পছন্দ করে নিতে পারেন।"
76,"ফেস ওয়াশ হাতে পেয়েছি, মেয়াদও আছে দেখলাম।",1,"ফেস-B ওয়াশ-I হাতে পেয়েছি, মেয়াদও আছে দেখলাম।"
77,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
78,ফেস ওয়াশ এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ফেস-B ওয়াশ-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
79,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেস ওয়াশ টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেস-B ওয়াশ-I টা অনেক সুন্দর।
80,ফেস ওয়াশ পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1,ফেস-B ওয়াশ-I পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।
81,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
82,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
83,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
84,সেলার রেসপন্স ভালো। ফেস ওয়াশ ব্যবহার করে রিভিউ দিবো।,1,সেলার রেসপন্স ভালো। ফেস-B ওয়াশ-I ব্যবহার করে রিভিউ দিবো।
85,"ফালতু ফেস ওয়াশ, কেউ টাকা নষ্ট করে কিনবেন না।",0,"ফালতু ফেস-B ওয়াশ-I, কেউ টাকা নষ্ট করে কিনবেন না।"
86,দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ।,2,দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ-I।
87,অনেক ভালো একটি ফেস ওয়াশ। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি ফেস-B ওয়াশ-I। ধন্যবাদ সেলারকে।
88,"সেলার প্রতারক, নকল ফেস ওয়াশ দিয়েছে।",0,"সেলার প্রতারক, নকল ফেস-B ওয়াশ-I দিয়েছে।"
89,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ-I। সবার ব্যবহার করা উচিত।
90,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
91,"ফেস ওয়াশ নিয়ে নতুন কি আর বলব, দারুন!",2,"ফেস-B ওয়াশ-I নিয়ে নতুন কি আর বলব, দারুন!"
92,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস-B ওয়াশ-I পেয়েছি।
93,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
94,ধন্যবাদ দারাজ কে। সঠিক ফেস ওয়াশ হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক ফেস-B ওয়াশ-I হাতে পেয়েছি।
95,ধন্যবাদ দারাজ কে। সঠিক ফেস ওয়াশ হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক ফেস-B ওয়াশ-I হাতে পেয়েছি।
96,ফেস ওয়াশ এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ফেস-B ওয়াশ-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
97,খুবই ভালো মানের ফেস ওয়াশ। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের ফেস-B ওয়াশ-I। একদম ন্যাচারাল মনে হয়।
98,দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ।,2,দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ-I।
99,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস ওয়াশ দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ফেস-B ওয়াশ-I দ্রুত হাতে পেয়েছি।
100,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
101,জাস্ট অসাধরন ডেটল সাবান। আমার খুবই পছন্দ হয়েছে।,2,জাস্ট অসাধরন ডেটল-B সাবান-I। আমার খুবই পছন্দ হয়েছে।
102,"অসাধারণ! মিনি ডেটল সাবান, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি ডেটল-B সাবান-I, খুব ভালো প্রোডাক্ট।"
103,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2,"আমি দুইবার নিয়েছি, ভালো ডেটল-B সাবান-I সবাই পছন্দ করে নিতে পারেন।"
104,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে ডেটল-B সাবান-I এর হুবহু মিল আছে। খুব সুন্দর।
105,ভালোই মনে হচ্ছে ডেটল সাবান টা। উপকার পেলে আবার নেব।,1,ভালোই মনে হচ্ছে ডেটল-B সাবান-I টা। উপকার পেলে আবার নেব।
106,"অসাধারণ! মিনি ডেটল সাবান, খুব ভালো প্রোডাক্ট।",2,"অসাধারণ! মিনি ডেটল-B সাবান-I, খুব ভালো প্রোডাক্ট।"
107,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2,"ডেটল-B সাবান-I নিয়ে নতুন কি আর বলব, দারুন!"
108,ডেটল সাবান এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ডেটল-B সাবান-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
109,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2,দাম অনুযায়ী অনেক ভালো একটা ডেটল-B সাবান-I।
110,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল সাবান পেয়েছি।,2,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল-B সাবান-I পেয়েছি।
111,খুবই ভালো মানের ডেটল সাবান। একদম ন্যাচারাল মনে হয়।,2,খুবই ভালো মানের ডেটল-B সাবান-I। একদম ন্যাচারাল মনে হয়।
112,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2,এত কম দামে ডেটল-B সাবান-I। খুব খুশি কিনতে পেরে।
113,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল-B সাবান-I পেয়েছি।
114,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল-B সাবান-I পেয়েছি।
115,ডেটল সাবান এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ডেটল-B সাবান-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
116,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল-B সাবান-I আশা করিনি।
117,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল সাবান টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল-B সাবান-I টা অনেক সুন্দর।
118,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি ডেটল-B সাবান-I। ধন্যবাদ সেলারকে।
119,সব গুলোই ভালো ছিলো। শুধু ডেটল সাবান এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু ডেটল-B সাবান-I এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।
120,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2,অনেক ভালো একটি ডেটল-B সাবান-I। ধন্যবাদ সেলারকে।
121,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2,ছবির সাথে ডেটল-B সাবান-I এর হুবহু মিল আছে। খুব সুন্দর।
122,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল-B সাবান-I পেয়েছি।
123,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল সাবান টা অনেক সুন্দর।,2,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল-B সাবান-I টা অনেক সুন্দর।
124,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো ডেটল-B সাবান-I। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
125,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2,ধন্যবাদ দারাজ কে। সঠিক ডেটল-B সাবান-I হাতে পেয়েছি।
126,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল-B সাবান-I পেয়েছি।
127,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2,"ডেটল-B সাবান-I নিয়ে নতুন কি আর বলব, দারুন!"
128,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল-B সাবান-I দ্রুত হাতে পেয়েছি।
129,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2,অসাধারণ ডেটল-B সাবান-I। সবার ব্যবহার করা উচিত।
130,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2,অসাধারণ ডেটল-B সাবান-I। সবার ব্যবহার করা উচিত।
131,ডেটল সাবান সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2,ডেটল-B সাবান-I সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।
132,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2,এত কম দামে ডেটল-B সাবান-I। খুব খুশি কিনতে পেরে।
133,প্রডাক্ট আশানুরূপ সাথে একটা ডেটল সাবান ফ্রি দেওয়ার জন্য ধন্যবাদ।,2,প্রডাক্ট আশানুরূপ সাথে একটা ডেটল-B সাবান-I ফ্রি দেওয়ার জন্য ধন্যবাদ।
134,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল-B সাবান-I দ্রুত হাতে পেয়েছি।
135,১০০% অথেন্টিক ডেটল সাবান। চোখ বন্ধ করে নিতে পারেন সবাই।,2,১০০% অথেন্টিক ডেটল-B সাবান-I। চোখ বন্ধ করে নিতে পারেন সবাই।
136,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2,এত কম দামে ডেটল-B সাবান-I। খুব খুশি কিনতে পেরে।
137,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল-B সাবান-I দ্রুত হাতে পেয়েছি।
138,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2,"ডেটল-B সাবান-I নিয়ে নতুন কি আর বলব, দারুন!"
