id,review,sentiment,bio_tagged_review
27,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। ধন্যবাদ।
28,"খুবই সন্তুষ্ট আমি, এই ফেস ওয়াশ সত্যি অনেক ভালো।",2,"খুবই সন্তুষ্ট আমি, এই ফেস-B ওয়াশ-I সত্যি অনেক ভালো।"
29,"অর্ডার দিয়েছিলাম ফেস ওয়াশ, পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।",1,"অর্ডার দিয়েছিলাম ফেস-B ওয়াশ,-I পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।"
30,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম ফেস ওয়াশ পাবেন।,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম ফেস-B ওয়াশ-I পাবেন।
31,ফেস ওয়াশ গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। সবাই নিতে পারেন।,2,ফেস-B ওয়াশ-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। সবাই নিতে পারেন।
32,"ফেস ওয়াশ টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য 😊",2,"ফেস-B ওয়াশ-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য 😊"
33,"ফেস ওয়াশ অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 😊",2,"ফেস-B ওয়াশ-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো 😊"
34,"প্যাকেজিং মোটামুটি ভালো ছিল, ফেস ওয়াশ এর পারফরম্যান্স এভারেজ।",1,"প্যাকেজিং মোটামুটি ভালো ছিল, ফেস-B ওয়াশ-I এর পারফরম্যান্স এভারেজ।"
35,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2,অসাধারণ ফেস-B ওয়াশ।-I সবার ব্যবহার করা উচিত।
36,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস ওয়াশ এর।,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস-B ওয়াশ-I এর।
37,ফেস ওয়াশ সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে ❤️,2,ফেস-B ওয়াশ-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে ❤️
38,ফেস ওয়াশ টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে 😊,2,ফেস-B ওয়াশ-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে 😊
39,খুবই ভালো মানের ফেস ওয়াশ। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি 😊,2,খুবই ভালো মানের ফেস-B ওয়াশ।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি 😊
40,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। সবাই নিতে পারেন।,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে। সবাই নিতে পারেন।
41,"প্যাকেজিং খুব খারাপ ছিল, ফেস ওয়াশ সব লিক হয়ে বের হয়ে গেছে।",0,"প্যাকেজিং খুব খারাপ ছিল, ফেস-B ওয়াশ-I সব লিক হয়ে বের হয়ে গেছে।"
42,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস ওয়াশ এর ❤️,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস-B ওয়াশ-I এর ❤️
43,ফেস ওয়াশ টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। সবাই নিতে পারেন।,2,ফেস-B ওয়াশ-I টি অনেক ভালো এবং মেয়াদ আছে থ্যাংক ইউ দারাজকে। সবাই নিতে পারেন।
44,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস ওয়াশ খুবই কাজের জিনিস 😊",2,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস-B ওয়াশ-I খুবই কাজের জিনিস 😊"
45,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ভালো পেয়েছি ধন্যবাদ।,2,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ভালো পেয়েছি ধন্যবাদ।
46,ডেলিভারি অনেক দেরিতে এসেছে এবং ফেস ওয়াশ টাও ড্যামেজ ছিল।,0,ডেলিভারি অনেক দেরিতে এসেছে এবং ফেস-B ওয়াশ-I টাও ড্যামেজ ছিল।
47,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ভালো পেয়েছি ধন্যবাদ 👍,2,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ভালো পেয়েছি ধন্যবাদ 👍
48,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত। ধন্যবাদ।,2,অসাধারণ ফেস-B ওয়াশ।-I সবার ব্যবহার করা উচিত। ধন্যবাদ।
49,"ফেস ওয়াশ টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না। সবাই নিতে পারেন।",1,"ফেস-B ওয়াশ-I টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না। সবাই নিতে পারেন।"
50,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস ওয়াশ টাও চমৎকার।,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস-B ওয়াশ-I টাও চমৎকার।
51,"ফেস ওয়াশ টি দেয়া হয়নি, সেলারের রেসপন্সও খারাপ।",0,"ফেস-B ওয়াশ-I টি দেয়া হয়নি, সেলারের রেসপন্সও খারাপ।"
52,খুবই অল্প দামে ভালোমানের ফেস ওয়াশ পেয়ে অনেক ভালো লাগছে। সবাই নিতে পারেন।,2,খুবই অল্প দামে ভালোমানের ফেস-B ওয়াশ-I পেয়ে অনেক ভালো লাগছে। সবাই নিতে পারেন।
53,ফেস ওয়াশটা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1,ফেস-B ওয়াশটা-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
54,ফেস ওয়াশ গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে ❤️,2,ফেস-B ওয়াশ-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে ❤️
55,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে। সবাই নিতে পারেন।,2,এত কম দামে ফেস-B ওয়াশ।-I খুব খুশি কিনতে পেরে। সবাই নিতে পারেন।
56,খুবই অল্প দামে ভালোমানের ফেস ওয়াশ পেয়ে অনেক ভালো লাগছে 👍,2,খুবই অল্প দামে ভালোমানের ফেস-B ওয়াশ-I পেয়ে অনেক ভালো লাগছে 👍
57,"খুবই সন্তুষ্ট আমি, এই ফেস ওয়াশ সত্যি অনেক ভালো!!",2,"খুবই সন্তুষ্ট আমি, এই ফেস-B ওয়াশ-I সত্যি অনেক ভালো!!"
58,ফেস ওয়াশটা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন 👍,1,ফেস-B ওয়াশটা-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন 👍
59,ফেস ওয়াশ সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে। সবাই নিতে পারেন।,2,ফেস-B ওয়াশ-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে। সবাই নিতে পারেন।
60,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত 😊,2,অসাধারণ ফেস-B ওয়াশ।-I সবার ব্যবহার করা উচিত 😊
61,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত ❤️,2,অসাধারণ ফেস-B ওয়াশ।-I সবার ব্যবহার করা উচিত ❤️
62,"দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ, সবাই নিতে পারেন!!",2,"দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ,-I সবাই নিতে পারেন!!"
63,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস ওয়াশ টাও চমৎকার ❤️,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস-B ওয়াশ-I টাও চমৎকার ❤️
64,খুবই অল্প দামে ভালোমানের ফেস ওয়াশ পেয়ে অনেক ভালো লাগছে!!,2,খুবই অল্প দামে ভালোমানের ফেস-B ওয়াশ-I পেয়ে অনেক ভালো লাগছে!!
65,ফেস ওয়াশটা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন ❤️,1,ফেস-B ওয়াশটা-I এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন ❤️
66,"খুবই চমৎকার ফেস ওয়াশ, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে!!",2,"খুবই চমৎকার ফেস-B ওয়াশ,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে!!"
67,"টাকাটাই লস হলো, ফেস ওয়াশ এর কোয়ালিটি একদমই থার্ড ক্লাস।",0,"টাকাটাই লস হলো, ফেস-B ওয়াশ-I এর কোয়ালিটি একদমই থার্ড ক্লাস।"
68,ফেস ওয়াশ এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে।,2,ফেস-B ওয়াশ-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে।
69,ফেস ওয়াশ গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। ধন্যবাদ।,2,ফেস-B ওয়াশ-I গুলো বেশ ভালোই ছিল। ব্যবহার করে ভালো লেগেছে। ধন্যবাদ।
70,খুবই ভালো মানের ফেস ওয়াশ। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি 👍,2,খুবই ভালো মানের ফেস-B ওয়াশ।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি 👍
71,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ভালো পেয়েছি ধন্যবাদ ❤️,2,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ভালো পেয়েছি ধন্যবাদ ❤️
72,"দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ, সবাই নিতে পারেন। ধন্যবাদ।",2,"দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ,-I সবাই নিতে পারেন। ধন্যবাদ।"
73,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস ওয়াশ খুবই কাজের জিনিস। ধন্যবাদ।",2,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস-B ওয়াশ-I খুবই কাজের জিনিস। ধন্যবাদ।"
74,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ভালো পেয়েছি ধন্যবাদ। ধন্যবাদ।,2,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ভালো পেয়েছি ধন্যবাদ। ধন্যবাদ।
75,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত। সবাই নিতে পারেন।,2,অসাধারণ ফেস-B ওয়াশ।-I সবার ব্যবহার করা উচিত। সবাই নিতে পারেন।
76,"ফেস ওয়াশ টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না ❤️",1,"ফেস-B ওয়াশ-I টা চলনসই, এই বাজেটে এর চেয়ে ভালো আশা করা যায় না ❤️"
77,"প্যাকেজিং অনেক সুন্দর ছিল, ফেস ওয়াশ একদম অক্ষত অবস্থায় পেয়েছি!!",2,"প্যাকেজিং অনেক সুন্দর ছিল, ফেস-B ওয়াশ-I একদম অক্ষত অবস্থায় পেয়েছি!!"
78,ফেস ওয়াশ এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে। সবাই নিতে পারেন।,2,ফেস-B ওয়াশ-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে। সবাই নিতে পারেন।
79,ফেস ওয়াশ একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল।,0,ফেস-B ওয়াশ-I একটি কম পাওয়া গেছে। প্যাকেট ও ছিঁড়া ছিল।
80,"ফেস ওয়াশ টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য 👍",2,"ফেস-B ওয়াশ-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য 👍"
81,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে ❤️,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে ❤️
82,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম ফেস ওয়াশ পাবেন 👍,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম ফেস-B ওয়াশ-I পাবেন 👍
83,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস ওয়াশ এর 👍,2,দাম কম কিন্তু কোয়ালিটি অনেক ভালো এই ফেস-B ওয়াশ-I এর 👍
84,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে। ধন্যবাদ।,2,এত কম দামে ফেস-B ওয়াশ।-I খুব খুশি কিনতে পেরে। ধন্যবাদ।
85,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস ওয়াশ টাও চমৎকার 😊,2,ডেলিভারি ম্যানের ব্যবহার ভালো ছিল এবং ফেস-B ওয়াশ-I টাও চমৎকার 😊
86,"ফেস ওয়াশ অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো। সবাই নিতে পারেন।",2,"ফেস-B ওয়াশ-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো। সবাই নিতে পারেন।"
87,"প্যাকেজিং খুব খারাপ ছিল, ফেস ওয়াশ সব লিক হয়ে বের হয়ে গেছে। ধন্যবাদ।",0,"প্যাকেজিং খুব খারাপ ছিল, ফেস-B ওয়াশ-I সব লিক হয়ে বের হয়ে গেছে। ধন্যবাদ।"
88,এত কম দামে ফেস ওয়াশ। খুব খুশি কিনতে পেরে 😊,2,এত কম দামে ফেস-B ওয়াশ।-I খুব খুশি কিনতে পেরে 😊
89,"ফেস ওয়াশ অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো ❤️",2,"ফেস-B ওয়াশ-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো ❤️"
90,"খুবই সন্তুষ্ট আমি, এই ফেস ওয়াশ সত্যি অনেক ভালো 👍",2,"খুবই সন্তুষ্ট আমি, এই ফেস-B ওয়াশ-I সত্যি অনেক ভালো 👍"
91,"প্যাকেজিং মোটামুটি ভালো ছিল, ফেস ওয়াশ এর পারফরম্যান্স এভারেজ!!",1,"প্যাকেজিং মোটামুটি ভালো ছিল, ফেস-B ওয়াশ-I এর পারফরম্যান্স এভারেজ!!"
92,"দাম অনুযায়ী অনেক ভালো একটা ফেস ওয়াশ, সবাই নিতে পারেন। সবাই নিতে পারেন।",2,"দাম অনুযায়ী অনেক ভালো একটা ফেস-B ওয়াশ,-I সবাই নিতে পারেন। সবাই নিতে পারেন।"
93,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ভালো পেয়েছি ধন্যবাদ। সবাই নিতে পারেন।,2,প্রোডাক্ট আশানুরূপ সাথে একটা ফেস-B ওয়াশ-I ভালো পেয়েছি ধন্যবাদ। সবাই নিতে পারেন।
94,"অর্ডার দিয়েছিলাম ফেস ওয়াশ, পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল 👍",1,"অর্ডার দিয়েছিলাম ফেস-B ওয়াশ,-I পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল 👍"
95,ফেস ওয়াশ এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে ❤️,2,ফেস-B ওয়াশ-I এর সুঘ্রাণ অনেক সুন্দর এবং অনেকক্ষণ থাকে ❤️
96,ফেস ওয়াশ সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে। ধন্যবাদ।,2,ফেস-B ওয়াশ-I সবসময়ই আমার অনেক ভালো লেগেছে। অনেক ভালো একটা প্রোডাক্ট। ধন্যবাদ সেলারকে। ধন্যবাদ।
97,খুবই ভালো মানের ফেস ওয়াশ। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি। সবাই নিতে পারেন।,2,খুবই ভালো মানের ফেস-B ওয়াশ।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি। সবাই নিতে পারেন।
98,"ফেস ওয়াশ অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো। ধন্যবাদ।",2,"ফেস-B ওয়াশ-I অনেক ভালো, ডেলিভারি খুব ফাস্ট ছিল, সেলারের ব্যবহারও অনেক ভালো। ধন্যবাদ।"
99,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস ওয়াশ খুবই কাজের জিনিস ❤️",2,"নিশ্চিন্তে নিতে পারেন সবাই, ফেস-B ওয়াশ-I খুবই কাজের জিনিস ❤️"
100,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে!!,2,অনেক ভালো ছিল ফেস-B ওয়াশ-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে!!
101,"অর্ডার দিয়েছিলাম ডেটল সাবান, পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।",1,"অর্ডার দিয়েছিলাম ডেটল-B সাবান,-I পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল।"
102,"প্যাকেজিং অনেক সুন্দর ছিল, ডেটল সাবান একদম অক্ষত অবস্থায় পেয়েছি।",2,"প্যাকেজিং অনেক সুন্দর ছিল, ডেটল-B সাবান-I একদম অক্ষত অবস্থায় পেয়েছি।"
103,"দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান, সবাই নিতে পারেন।",2,"দাম অনুযায়ী অনেক ভালো একটা ডেটল-B সাবান,-I সবাই নিতে পারেন।"
104,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2,এত কম দামে ডেটল-B সাবান।-I খুব খুশি কিনতে পেরে।
105,"দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান, সবাই নিতে পারেন। সবাই নিতে পারেন।",2,"দাম অনুযায়ী অনেক ভালো একটা ডেটল-B সাবান,-I সবাই নিতে পারেন। সবাই নিতে পারেন।"
106,অনেক ভালো ছিল ডেটল সাবান কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে।,2,অনেক ভালো ছিল ডেটল-B সাবান-I কমে দামে। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ সেলারকে।
107,খুবই ভালো মানের ডেটল সাবান। একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের ডেটল-B সাবান।-I একদম পারফেক্ট মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
108,"ডেটল সাবান টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য।",2,"ডেটল-B সাবান-I টা অনেক সুন্দর, অসংখ্য ধন্যবাদ ডেলিভারি খুব দ্রুত দেয়ার জন্য।"
109,"অর্ডার দিয়েছিলাম ডেটল সাবান, পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল। ধন্যবাদ।",1,"অর্ডার দিয়েছিলাম ডেটল-B সাবান,-I পেয়েছি ঠিকঠাক কিন্তু ডেলিভারি একটু লেট ছিল। ধন্যবাদ।"
110,"খুবই চমৎকার ডেটল সাবান, অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।",2,"খুবই চমৎকার ডেটল-B সাবান,-I অরিজিনাল প্রোডাক্ট দেওয়ার জন্য ধন্যবাদ সেলার ও দারাজকে।"
