id,review,sentiment
31,ফেস ওয়াশ টা আশানুরূপ ছিল না। দাম অনুযায়ী মান নেই।,0
32,অনেক ভালো ফেস ওয়াশ। দামও কম পড়েছিল।,2
33,ফেস ওয়াশ নিয়ে আমি অনেক খুশি। বারবার কিনব।,2
34,ফেস ওয়াশ ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
35,"ফেস ওয়াশ পেয়েছি, দেখি কাজ করে কিনা।",1
36,ফেস ওয়াশ ব্যবহার করে কোনো উপকার পাইনি। হতাশ।,0
37,"মাশাআল্লাহ, অনেক সুন্দর ফেস ওয়াশ। ধন্যবাদ সেলারকে।",2
38,ফেস ওয়াশটা সাধারণ মানের।,1
39,বাজে প্রোডাক্ট। ফেস ওয়াশ কিনে পস্তালাম।,0
40,ফেস ওয়াশটা আঠা আঠা ছিল। সীল খোলা ছিল।,0
41,এত কম দামে এত ভালো ফেস ওয়াশ পাওয়া যায় ভাবিনি।,2
42,ফেস ওয়াশ এর গন্ধ ও মান দুটোই ভালো।,2
43,এত কম কোয়ালিটির ফেস ওয়াশ আশা করিনি। ফেরত দিতে চাই।,0
44,ফেস ওয়াশ নিয়ে আমি অনেক খুশি। বারবার কিনব।,2
45,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেস ওয়াশ পেলাম।",2
46,সীল খোলা ছিল। ফেস ওয়াশ ভালো মনে হয়নি।,0
47,সেলার ভালো মানের ফেস ওয়াশ দিয়েছেন। ধন্যবাদ।,2
48,পণ্যের মান নিয়ে নিশ্চিত নই। ফেস ওয়াশ নতুন কিনলাম।,1
49,ফেস ওয়াশ ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
50,ফেস ওয়াশটা সাধারণ মানের।,1
51,ফেস ওয়াশ একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
52,দেখতে ঠিকঠাক ফেস ওয়াশ। ব্যবহার করলে বোঝা যাবে।,1
53,ফেস ওয়াশ ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
54,ফেস ওয়াশটা দিয়ে মুখ ধুলে সতেজ লাগে।,2
55,মেয়াদ আছে এবং প্যাকেজিং ভালো। ফেস ওয়াশ রিকমেন্ড করব।,2
56,অনেক ভালো ফোমিং করে ফেস ওয়াশটা।,2
57,অনেক ভালো ফোমিং করে ফেস ওয়াশটা।,2
58,ফেস ওয়াশ নিয়ে আমি অনেক খুশি। বারবার কিনব।,2
59,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ফেস ওয়াশ এর বদলে অন্যটা।",0
60,"প্রথমবার কিনলাম ফেস ওয়াশ, খুব উপকৃত হলাম।",2
61,অনেক ভালো ফোমিং করে ফেস ওয়াশটা।,2
62,ফেস ওয়াশ একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
63,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেস ওয়াশ পেলাম।",2
64,ফেস ওয়াশ খুব ভালো প্রোডাক্ট। রিকমেন্ড করছি।,2
65,পণ্যের মান নিয়ে নিশ্চিত নই। ফেস ওয়াশ নতুন কিনলাম।,1
66,অনেক ভালো ফোমিং করে ফেস ওয়াশটা।,2
67,ফেস ওয়াশটা দিয়ে মুখ ধুলে সতেজ লাগে।,2
68,আলহামদুলিল্লাহ ভালো ফেস ওয়াশ পেয়েছি।,2
69,ফেস ওয়াশটা মুখ পরিষ্কার রাখছে খুব ভালো।,2
70,একটা ফেস ওয়াশ কম পাওয়া গেছে। সেলার প্রতারণা করেছেন।,0
71,এই প্রথম ফেস ওয়াশ কিনলাম। দেখি কেমন কাজ করে।,1
72,মোটামুটি মানের ফেস ওয়াশ। না ভালো না খারাপ।,1
73,"মাশাআল্লাহ, অনেক সুন্দর ফেস ওয়াশ। ধন্যবাদ সেলারকে।",2
74,এত কম দামে এত ভালো ফেস ওয়াশ পাওয়া যায় ভাবিনি।,2
75,অনেক ভালো প্রোডাক্ট। ফেস ওয়াশ নিয়ে খুশি।,2
76,বাজে প্রোডাক্ট। ফেস ওয়াশ কিনে পস্তালাম।,0
77,পণ্যটি যেমন দেখিয়েছিল তেমনই পেয়েছি। ফেস ওয়াশ ভালো।,2
78,ফেস ওয়াশ ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
79,ছবিতে যেমন দেখিয়েছিল ফেস ওয়াশ তেমন না।,0
80,"ফেস ওয়াশ হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
81,ফেস ওয়াশটা দিয়ে মুখ ধুলে সতেজ লাগে।,2
82,ফেস ওয়াশটা দিয়ে মুখ ধুলে সতেজ লাগে।,2
83,"ফেস ওয়াশ পেয়েছি, দেখি কাজ করে কিনা।",1
84,ফেস ওয়াশ পণ্যটি ছবির মতোই এসেছে।,1
85,সেলার ভালো মানের ফেস ওয়াশ দিয়েছেন। ধন্যবাদ।,2
86,ফেস ওয়াশ লাগানোর পর ত্বক নরম লাগছে।,2
87,"ফেস ওয়াশ পেয়েছি, দেখি কাজ করে কিনা।",1
88,ফেস ওয়াশ পেয়ে অনেক খুশি হলাম। বন্ধুদেরও বলব।,2
89,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেস ওয়াশ পেলাম।",2
90,সেলার সময়মতো ফেস ওয়াশ পাঠিয়েছেন।,1
91,ফেস ওয়াশ ঠিকমতো পাঠানো হয়েছে। আর কিছু বলব না।,1
92,ফেস ওয়াশ এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0
93,ফেস ওয়াশটা মুখ পরিষ্কার রাখছে খুব ভালো।,2
94,ফেস ওয়াশ লাগানোর পর ত্বক নরম লাগছে।,2
95,"প্রথমবার কিনলাম ফেস ওয়াশ, খুব উপকৃত হলাম।",2
96,"ফেস ওয়াশ হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
97,বাজারের চেয়ে কম দামে পেলাম ফেস ওয়াশ। খুশি হলাম।,2
98,"ফেস ওয়াশ দিয়েছে, তবে রিভিউ পরে দেব।",1
99,ফেস ওয়াশটা আঠা আঠা ছিল। সীল খোলা ছিল।,0
100,জেনুইন প্রোডাক্ট। ফেস ওয়াশ দিয়ে অনেক সন্তুষ্ট।,2
101,"ডেটল সাবান দিয়েছে, তবে রিভিউ পরে দেব।",1
102,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
103,আলহামদুলিল্লাহ ভালো ডেটল সাবান পেয়েছি।,2
104,ডেটল সাবান এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1
105,ডেটল সাবান টা অনেক ভালো ছিল। সবাই নিতে পারেন।,2
106,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
107,দামের তুলনায় ডেটল সাবান অনেক ভালো।,2
108,ডেটল সাবান কমদামে পেয়ে খুশি।,2
109,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
110,ডেটল সাবান খুব কার্যকর। পরিবারের সবার কাজে আসছে।,2
111,এত কম কোয়ালিটির ডেটল সাবান আশা করিনি। ফেরত দিতে চাই।,0
112,দ্রুত ডেলিভারি এবং ডেটল সাবান একদম ভালো।,2
113,অরিজিনাল ডেটল সাবান পেয়েছি। অনেক ধন্যবাদ।,2
114,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
115,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0
116,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
117,ডেটল সাবান টা অনেক ভালো ছিল। সবাই নিতে পারেন।,2
118,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
119,ডেটল সাবান নিয়ে আমি অনেক খুশি। বারবার কিনব।,2
120,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
121,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
122,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1
123,বাজারের চেয়ে কম দামে পেলাম ডেটল সাবান। খুশি হলাম।,2
124,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
125,ডেটল সাবান এর মান একদমই ভালো না। হতাশ হলাম।,0
126,বেশ ভালোই ছিল ডেটল সাবান টা। আবার নেব।,2
127,দামের তুলনায় ডেটল সাবান অনেক ভালো।,2
128,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিল।,2
129,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
130,ডেটল সাবান টা একদম ন্যাচারাল। ব্যবহারে ভালো ফল পেয়েছি।,2
131,অনেক ভালো কাজ করছে ডেটল সাবান। ধন্যবাদ।,2
132,খুব একটা ভালো না আবার খারাপও না। ডেটল সাবান মাঝারি মানের।,1
133,ডেটল সাবান টা অনেক ভালো ছিল। সবাই নিতে পারেন।,2
134,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
135,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
136,ডেটল সাবান কমদামে পেয়ে খুশি।,2
137,ডেটল সাবান দেওয়া হয়নি অথচ টাকা কেটে নিয়েছে।,0
138,ডেটল সাবান নিয়ে নতুন করে বলার কিছু নাই। অনেক ভালো।,2
139,দামের তুলনায় ডেটল সাবান অনেক ভালো।,2
140,"ডেটল সাবান দিয়েছে, তবে রিভিউ পরে দেব।",1
141,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1
142,ডেটল সাবান কমদামে পেয়ে খুশি।,2
143,ডেটল সাবান পেয়েছি। এখনো ব্যবহার করিনি।,1
144,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
145,ডেটল সাবান থেকে খারাপ গন্ধ আসছে। মানসম্পন্ন না।,0
146,ডেটল সাবান কমদামে পেয়ে খুশি।,2
147,এত কম দামে এত ভালো ডেটল সাবান পাওয়া যায় ভাবিনি।,2
148,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
149,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিল।,2
150,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2
151,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
152,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2
153,ডেটল সাবান টা একদম ন্যাচারাল। ব্যবহারে ভালো ফল পেয়েছি।,2
154,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
155,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
156,অরিজিনাল ডেটল সাবান পেয়েছি। অনেক ধন্যবাদ।,2
157,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
158,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
159,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
160,ডেটল সাবান এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1
161,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
162,"ডেটল সাবান নিয়ে এখন কিছু বলা সম্ভব না, ব্যবহার করার পরে জানাব।",1
163,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ডেটল সাবান এর বদলে অন্যটা।",0
164,পণ্যটি যেমন দেখিয়েছিল তেমনই পেয়েছি। ডেটল সাবান ভালো।,2
165,ডেটল সাবান এর গন্ধ ও মান দুটোই ভালো।,2
166,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1
167,ডেটল সাবান এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1
168,ডেটল সাবান ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
169,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1
170,ডেটল সাবান এর রঙ একদম মিলছে না ছবির সাথে।,0
171,ডেটল সাবান এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2
172,ডেটল সাবান ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2
173,ডেটল সাবান এর রঙ একদম মিলছে না ছবির সাথে।,0
174,ডেটল সাবানের সুগন্ধ অনেক ভালো।,2
175,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ডেটল সাবান এর বদলে অন্যটা।",0
176,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
177,ডেটল সাবান ব্যবহার করে কোনো উপকার পাইনি। হতাশ।,0
178,ডেটল সাবান এর মান মোটামুটি। দামের সাথে মিলিয়ে দেখলে চলে।,1
179,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
180,ডেটল সাবান মোটামুটি ভালো।,1
181,আসল জিনিসের সাথে ডেটল সাবান এর কিছুটা পার্থক্য আছে।,1
182,ডেটল সাবান এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0
183,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0
184,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
185,মোটামুটি মানের ডেটল সাবান। না ভালো না খারাপ।,1
186,ডেটল সাবান খুব ভালো প্রোডাক্ট। রিকমেন্ড করছি।,2
187,এত কম কোয়ালিটির ডেটল সাবান আশা করিনি। ফেরত দিতে চাই।,0
188,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0
189,ডেটল সাবান টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2
190,"ডেটল সাবান কিনলাম, ব্যবহার করলে বুঝব কেমন।",1
191,"অনেকদিন খুঁজছিলাম, শেষে ভালো ডেটল সাবান পেলাম।",2
192,বইটি পেয়েছি মানে ডেটল সাবান পেয়েছি। বাকিটা পরে বলব।,1
193,পণ্যের মান নিয়ে নিশ্চিত নই। ডেটল সাবান নতুন কিনলাম।,1
194,ডেটল সাবান একদম অরিজিনাল। ধন্যবাদ দারাজকে।,2
195,ডেটল সাবানের প্যাকেট ছেঁড়া ছিল।,0
196,ডেটল সাবান জীবাণুনাশক হিসেবে অতুলনীয়।,2
197,ডেটল সাবান কমদামে পেয়ে খুশি।,2
198,ডেটল সাবান ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
199,ডেটল সাবান টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2
200,ডেটল সাবান মোটামুটি ভালো।,1
201,ফেসমাস্ক টা খুব ভালো। আবার অর্ডার করব।,2
202,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1
203,ফেসমাস্ক খুব কার্যকর। পরিবারের সবার কাজে আসছে।,2
204,অনেক ভালো প্রোডাক্ট। ফেসমাস্ক নিয়ে খুশি।,2
205,ফেসমাস্ক এর রঙ একদম মিলছে না ছবির সাথে।,0
206,ফেসমাস্ক ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
207,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
208,দামের তুলনায় ফেসমাস্ক অনেক ভালো।,2
209,ফেসমাস্ক পেয়েছি। এখনো ব্যবহার করিনি।,1
210,মানসম্পন্ন ফেসমাস্ক। ধন্যবাদ সেলারকে।,2
211,ফেসমাস্ক টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2
212,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1
213,বইটি পেয়েছি মানে ফেসমাস্ক পেয়েছি। বাকিটা পরে বলব।,1
214,ফেসমাস্ক টা আঠা আঠা ছিল। ব্যবহার করা গেল না।,0
215,ফেসমাস্ক ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2
216,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
217,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
218,ফেসমাস্ক পণ্যটি ছবির মতোই এসেছে।,1
219,দেখতে ঠিকঠাক ফেসমাস্ক। ব্যবহার করলে বোঝা যাবে।,1
220,বাজারের চেয়ে কম দামে পেলাম ফেসমাস্ক। খুশি হলাম।,2
221,ফেসমাস্ক এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0
222,বেশ ভালোই ছিল ফেসমাস্ক টা। আবার নেব।,2
223,দেখতে ঠিকঠাক ফেসমাস্ক। ব্যবহার করলে বোঝা যাবে।,1
224,সীল খোলা ছিল। ফেসমাস্ক ভালো মনে হয়নি।,0
225,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
226,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
227,আসল জিনিসের সাথে ফেসমাস্ক এর কিছুটা পার্থক্য আছে।,1
228,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2
229,ফেসমাস্ক টা আঠা আঠা ছিল। ব্যবহার করা গেল না।,0
230,একটা ফেসমাস্ক কম পাওয়া গেছে। সেলার প্রতারণা করেছেন।,0
231,ফেসমাস্ক পণ্যটি ছবির মতোই এসেছে।,1
232,আসল জিনিসের সাথে ফেসমাস্ক এর কিছুটা পার্থক্য আছে।,1
233,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2
234,দামে সাশ্রয়ী এবং মানসম্পন্ন ফেসমাস্ক।,2
235,"প্রথমবার কিনলাম ফেসমাস্ক, খুব উপকৃত হলাম।",2
236,ফেসমাস্ক এর গন্ধটা একটু অন্যরকম মনে হলো।,1
237,জেনুইন প্রোডাক্ট। ফেসমাস্ক দিয়ে অনেক সন্তুষ্ট।,2
238,সঠিক পণ্য হাতে পেয়েছি। ফেসমাস্ক নিয়ে সন্তুষ্ট।,2
239,সীল খোলা ছিল। ফেসমাস্ক ভালো মনে হয়নি।,0
240,"অর্ডার করেছিলাম অন্য পণ্য, দিয়েছে ফেসমাস্ক এর বদলে অন্যটা।",0
241,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
242,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2
243,সঠিক পণ্য হাতে পেয়েছি। ফেসমাস্ক নিয়ে সন্তুষ্ট।,2
244,ফেসমাস্ক টা খুব ভালো। আবার অর্ডার করব।,2
245,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2
246,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
247,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2
248,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
249,এক্সপায়ারি ডেট প্রায় শেষ ফেসমাস্ক এর। মেনে নেওয়া কঠিন।,0
250,পণ্যের মান নিয়ে নিশ্চিত নই। ফেসমাস্ক নতুন কিনলাম।,1
251,"মাশাআল্লাহ, অনেক সুন্দর ফেসমাস্ক। ধন্যবাদ সেলারকে।",2
252,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2
253,সেলার ভুল ফেসমাস্ক পাঠিয়েছেন। বিরক্ত হলাম।,0
254,পণ্যটি যেমন দেখিয়েছিল তেমনই পেয়েছি। ফেসমাস্ক ভালো।,2
255,"মাশাআল্লাহ, অনেক সুন্দর ফেসমাস্ক। ধন্যবাদ সেলারকে।",2
256,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2
257,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2
258,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেসমাস্ক পেলাম।",2
259,ফেসমাস্ক টা এক্সেলেন্ট। মানের সাথে দামের ব্যালেন্স আছে।,2
260,আলহামদুলিল্লাহ ভালো ফেসমাস্ক পেয়েছি।,2
261,ফেসমাস্ক পেয়ে অনেক খুশি হলাম। বন্ধুদেরও বলব।,2
262,"সেলারের সার্ভিস ভালো, ফেসমাস্ক টাও ভালো পেয়েছি।",2
263,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
264,বাজারের চেয়ে কম দামে পেলাম ফেসমাস্ক। খুশি হলাম।,2
265,দামের তুলনায় ফেসমাস্ক অনেক ভালো।,2
266,সেলার সময়মতো ফেসমাস্ক পাঠিয়েছেন।,1
267,এত কম দামে এত ভালো ফেসমাস্ক পাওয়া যায় ভাবিনি।,2
268,ফেসমাস্ক ব্যবহার করার পর ত্বকে সমস্যা হয়েছে।,0
269,মোটামুটি মানের ফেসমাস্ক। না ভালো না খারাপ।,1
270,দ্রুত ডেলিভারি এবং ফেসমাস্ক একদম ভালো।,2
271,ফেসমাস্ক ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2
272,আলহামদুলিল্লাহ ভালো ফেসমাস্ক পেয়েছি।,2
273,ফেসমাস্ক এর কোয়ালিটি অনেক ভালো। সন্তুষ্ট আমি।,2
274,পরিবারের সবাই ফেসমাস্ক টা পছন্দ করেছেন।,2
275,মেয়াদ আছে এবং প্যাকেজিং ভালো। ফেসমাস্ক রিকমেন্ড করব।,2
276,অনেক ভালো প্রোডাক্ট। ফেসমাস্ক নিয়ে খুশি।,2
277,ফেসমাস্ক টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2
278,ফেসমাস্ক টা খুব ভালো। আবার অর্ডার করব।,2
279,ফেসমাস্ক খুব ভালো প্রোডাক্ট। রিকমেন্ড করছি।,2
280,ছবিতে যেমন দেখানো হয়েছিল ফেসমাস্ক ঠিক তেমনই।,2
281,ফেসমাস্ক এর প্যাকেট ছেঁড়া ছিল। অসন্তুষ্ট।,0
282,এক্সপায়ারি ডেট প্রায় শেষ ফেসমাস্ক এর। মেনে নেওয়া কঠিন।,0
283,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেসমাস্ক পেলাম।",2
284,সঠিক পণ্য হাতে পেয়েছি। ফেসমাস্ক নিয়ে সন্তুষ্ট।,2
285,অনেক ভালো কাজ করছে ফেসমাস্ক। ধন্যবাদ।,2
286,ফেসমাস্ক টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2
287,অরিজিনাল ফেসমাস্ক পেয়েছি। অনেক ধন্যবাদ।,2
288,"মাশাআল্লাহ, অনেক সুন্দর ফেসমাস্ক। ধন্যবাদ সেলারকে।",2
289,মেয়াদ আছে এবং প্যাকেজিং ভালো। ফেসমাস্ক রিকমেন্ড করব।,2
290,ফেসমাস্ক ব্যবহার করার পর ত্বকে সমস্যা হয়েছে।,0
291,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিল।,2
292,ফেসমাস্ক এর গন্ধ ও মান দুটোই ভালো।,2
293,মোটামুটি মানের ফেসমাস্ক। না ভালো না খারাপ।,1
294,"ফেসমাস্ক হাতে পেয়েছি, প্যাকেজিং ঠিকঠাক।",1
295,দামের তুলনায় ফেসমাস্ক অনেক ভালো।,2
296,"প্রথমবার কিনলাম ফেসমাস্ক, খুব উপকৃত হলাম।",2
297,"অনেকদিন খুঁজছিলাম, শেষে ভালো ফেসমাস্ক পেলাম।",2
298,ফেসমাস্ক এর মেয়াদ প্রায় শেষ। নেওয়া উচিত হয়নি।,0
299,দেখতে ঠিকঠাক ফেসমাস্ক। ব্যবহার করলে বোঝা যাবে।,1
300,ফেসমাস্ক খুব ভালো প্রোডাক্ট। রিকমেন্ড করছি।,2
301,সেপনিল মাস্ক টা অসাধারণ। ছবির সাথে পণ্যের মিল আছে।,2
302,সেপনিল মাস্ক এর গন্ধ ও মান দুটোই ভালো।,2
303,এমন সেপনিল মাস্ক আগেও দেখেছি। তেমন পার্থক্য নেই।,1
304,সেপনিল মাস্ক ব্যবহার করে উপকার পেয়েছি। সবাই ব্যবহার করতে পারেন।,2
305,ছবিতে যেমন দেখিয়েছিল সেপনিল মাস্ক তেমন না।,0
306,সেপনিল মাস্ক ব্যবহার করে খুব ভালো ফলাফল পেলাম।,2
307,সেপনিল মাস্ক এর মান মোটামুটি। দামের সাথে মিলিয়ে দেখলে চলে।,1
308,সঠিক পণ্য হাতে পেয়েছি। সেপনিল মাস্ক নিয়ে সন্তুষ্ট।,2
309,"প্রথমবার কিনলাম সেপনিল মাস্ক, খুব উপকৃত হলাম।",2
310,সেপনিল মাস্ক এর প্যাকেজিং ভালো ছিল। পণ্যটা দেখতে হবে।,1
311,এত কম দামে এত ভালো সেপনিল মাস্ক পাওয়া যায় ভাবিনি।,2
312,সেপনিল মাস্ক এর গন্ধ ও মান দুটোই ভালো।,2
313,সেপনিল মাস্ক এর কোয়ালিটি অনেক কম ছিল। টাকা নষ্ট হলো।,0
314,মোটামুটি মানের সেপনিল মাস্ক। না ভালো না খারাপ।,1
315,সেপনিল মাস্ক নিয়ে আমি অনেক খুশি। বারবার কিনব।,2
316,সেপনিল মাস্ক থেকে খারাপ গন্ধ আসছে। মানসম্পন্ন না।,0
317,সেপনিল মাস্ক খুব কার্যকর। পরিবারের সবার কাজে আসছে।,2
318,সেপনিল মাস্ক খুব কার্যকর। পরিবারের সবার কাজে আসছে।,2
319,সেপনিল মাস্ক ব্যবহারে ত্বকে ভালো পরিবর্তন এসেছে।,2
