id,review,sentiment
79,ফেস ওয়াশ এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,1
80,"অসাধারণ! মিনি ফেস ওয়াশ, খুব ভালো প্রোডাক্ট।",2
81,সীল টা খোলা ছিল। ফেস ওয়াশ আঠা আঠা ছিল। এমনটা আশা ছিল না।,0
82,অনেক ভালো ছিল ফেস ওয়াশ কমে দামে। আপনারা চাইলে নিতে পারেন।,2
83,খুবই ভালো মানের ফেস ওয়াশ। একদম ন্যাচারাল মনে হয়।,2
84,ধন্যবাদ দারাজ কে। সঠিক ফেস ওয়াশ হাতে পেয়েছি।,2
85,১০০% অথেন্টিক ফেস ওয়াশ। চোখ বন্ধ করে নিতে পারেন সবাই।,2
86,ফেস ওয়াশ সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
87,১০০% অথেন্টিক ফেস ওয়াশ। চোখ বন্ধ করে নিতে পারেন সবাই।,2
88,অনেক ভালো ফেস ওয়াশ। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
89,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2
90,প্রডাক্ট আশানুরূপ সাথে একটা ফেস ওয়াশ ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
91,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেস ওয়াশ পেয়েছি।,2
92,১০০% অথেন্টিক ফেস ওয়াশ। চোখ বন্ধ করে নিতে পারেন সবাই।,2
93,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2
94,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেস ওয়াশ টা অনেক সুন্দর।,2
95,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেস ওয়াশ পেয়েছি।,2
96,অসাধারণ ফেস ওয়াশ। সবার ব্যবহার করা উচিত।,2
97,অনেক ভালো একটি ফেস ওয়াশ। ধন্যবাদ সেলারকে।,2
98,অনেক ভালো একটি ফেস ওয়াশ। ধন্যবাদ সেলারকে।,2
99,সেলার রেসপন্স ভালো। ফেস ওয়াশ ব্যবহার করে রিভিউ দিবো।,1
100,সেলার রেসপন্স ভালো। ফেস ওয়াশ ব্যবহার করে রিভিউ দিবো।,1
101,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2
102,সীল টা খোলা ছিল। ডেটল সাবান আঠা আঠা ছিল। এমনটা আশা ছিল না।,0
103,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2
104,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0
105,জাস্ট অসাধরন ডেটল সাবান। আমার খুবই পছন্দ হয়েছে।,2
106,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2
107,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল সাবান পেয়েছি।,2
108,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2
109,"একদমই ভালো না, এর থেকে বাজারের লোকাল ডেটল সাবান ভালো।",0
110,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2
111,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2
112,খুবই ভালো মানের ডেটল সাবান। একদম ন্যাচারাল মনে হয়।,2
113,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0
114,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2
115,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2
116,১০০% অথেন্টিক ডেটল সাবান। চোখ বন্ধ করে নিতে পারেন সবাই।,2
117,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2
118,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2
119,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2
120,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
121,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
122,"ডেটল সাবান নিয়ে নতুন কি আর বলব, দারুন!",2
123,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0
124,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2
125,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2
126,"একদমই ভালো না, এর থেকে বাজারের লোকাল ডেটল সাবান ভালো।",0
127,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল সাবান টা অনেক সুন্দর।,2
128,"ডেটল সাবান ঠিকঠাকই আছে, তবে খুব একটা এক্সট্রা অর্ডিনারি কিছু না।",1
129,প্রডাক্ট আশানুরূপ সাথে একটা ডেটল সাবান ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
130,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0
131,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2
132,"ডেটল সাবান ঠিকঠাকই আছে, তবে খুব একটা এক্সট্রা অর্ডিনারি কিছু না।",1
133,অসাধারণ ডেটল সাবান। সবার ব্যবহার করা উচিত।,2
134,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। এরকম ডেটল সাবান আশা করিনি।,0
135,অনেক ভালো ছিল ডেটল সাবান কমে দামে। আপনারা চাইলে নিতে পারেন।,2
136,মোটামুটি মানের ডেটল সাবান। দাম অনুযায়ী ঠিক আছে।,1
137,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
138,"ডেলিভারি দ্রুত পেয়েছি, তবে ডেটল সাবান এর প্যাকেজিং আরো ভালো হতে পারতো।",1
139,সীল টা খোলা ছিল। ডেটল সাবান আঠা আঠা ছিল। এমনটা আশা ছিল না।,0
140,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2
141,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2
142,জাস্ট অসাধরন ডেটল সাবান। আমার খুবই পছন্দ হয়েছে।,2
143,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2
144,"ফালতু ডেটল সাবান, কেউ টাকা নষ্ট করে কিনবেন না।",0
145,অর্ডারের সাথে ডেটল সাবান টা দেয়া হয়নি প্যাকেটে।,0
146,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2
147,"ডেটল সাবান হাতে পেয়েছি, মেয়াদও আছে দেখলাম।",1
148,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
149,ডেটল সাবান পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1
150,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
151,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
152,১০০% অথেন্টিক ডেটল সাবান। চোখ বন্ধ করে নিতে পারেন সবাই।,2
153,"অসাধারণ! মিনি ডেটল সাবান, খুব ভালো প্রোডাক্ট।",2
154,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2
155,খুবই ভালো মানের ডেটল সাবান। একদম ন্যাচারাল মনে হয়।,2
156,১০০% অথেন্টিক ডেটল সাবান। চোখ বন্ধ করে নিতে পারেন সবাই।,2
157,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2
158,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2
159,খুবই ভালো মানের ডেটল সাবান। একদম ন্যাচারাল মনে হয়।,2
160,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
161,খুব দ্রুত হাতে পেয়েছি। ডেটল সাবান এর মান মোটামুটি বলা যায়।,1
162,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল সাবান পেয়েছি।,2
163,"আমি দুইবার নিয়েছি, ভালো ডেটল সাবান সবাই পছন্দ করে নিতে পারেন।",2
164,"সব পন্য গুলো ভাল, কিন্তু ডেটল সাবান টার ডেট একেবারে শেষ প্রান্তে।",0
165,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2
166,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2
167,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল সাবান পেয়েছি।,2
168,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
169,১০০% অথেন্টিক ডেটল সাবান। চোখ বন্ধ করে নিতে পারেন সবাই।,2
170,ডেটল সাবান সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
171,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2
172,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2
173,ডেটল সাবান সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
174,ধন্যবাদ দারাজ কে। সঠিক ডেটল সাবান হাতে পেয়েছি।,2
175,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2
176,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2
177,"ডেটল সাবান এর অবস্থা খুবই খারাপ, রিটার্ন করবো।",0
178,জাস্ট অসাধরন ডেটল সাবান। আমার খুবই পছন্দ হয়েছে।,2
179,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2
180,ডেটল সাবান পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1
181,ডেটল সাবান সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
182,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ডেটল সাবান টা অনেক সুন্দর।,2
183,ছবির সাথে ডেটল সাবান এর হুবহু মিল আছে। খুব সুন্দর।,2
184,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2
185,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2
186,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
187,বাজারের চেয়ে কম মূল্যে অরিজিনাল ডেটল সাবান পেয়েছি।,2
188,খুবই ভালো মানের ডেটল সাবান। একদম ন্যাচারাল মনে হয়।,2
189,এত কম দামে ডেটল সাবান। খুব খুশি কিনতে পেরে।,2
190,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ডেটল সাবান পেয়েছি।,2
191,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2
192,সেলার ভাই এর ব্যবহার খুব ভালো। ডেটল সাবান দ্রুত হাতে পেয়েছি।,2
193,অনেক ভালো একটি ডেটল সাবান। ধন্যবাদ সেলারকে।,2
194,"অসাধারণ! মিনি ডেটল সাবান, খুব ভালো প্রোডাক্ট।",2
195,দাম অনুযায়ী অনেক ভালো একটা ডেটল সাবান।,2
196,অনেক ভালো ডেটল সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
197,"ফালতু ডেটল সাবান, কেউ টাকা নষ্ট করে কিনবেন না।",0
198,অনেক ভালো ছিল ডেটল সাবান কমে দামে। আপনারা চাইলে নিতে পারেন।,2
199,"ফালতু ডেটল সাবান, কেউ টাকা নষ্ট করে কিনবেন না।",0
200,অনেক ভালো ছিল ডেটল সাবান কমে দামে। আপনারা চাইলে নিতে পারেন।,2
201,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেসমাস্ক টা অনেক সুন্দর।,2
202,সেলার ভাই এর ব্যবহার খুব ভালো। ফেসমাস্ক দ্রুত হাতে পেয়েছি।,2
203,ধন্যবাদ দারাজ কে। সঠিক ফেসমাস্ক হাতে পেয়েছি।,2
204,"ফেসমাস্ক ঠিকঠাকই আছে, তবে খুব একটা এক্সট্রা অর্ডিনারি কিছু না।",1
205,সেলার রেসপন্স ভালো। ফেসমাস্ক ব্যবহার করে রিভিউ দিবো।,1
206,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেসমাস্ক পেয়েছি।,2
207,অসাধারণ ফেসমাস্ক। সবার ব্যবহার করা উচিত।,2
208,ধন্যবাদ দারাজ কে। সঠিক ফেসমাস্ক হাতে পেয়েছি।,2
209,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
210,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2
211,১০০% অথেন্টিক ফেসমাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2
212,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেসমাস্ক পেয়েছি।,2
213,সেলার ভাই এর ব্যবহার খুব ভালো। ফেসমাস্ক দ্রুত হাতে পেয়েছি।,2
214,সেলার ভাই এর ব্যবহার খুব ভালো। ফেসমাস্ক দ্রুত হাতে পেয়েছি।,2
215,প্রডাক্ট আশানুরূপ সাথে একটা ফেসমাস্ক ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
216,প্রডাক্ট আশানুরূপ সাথে একটা ফেসমাস্ক ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
217,ছবির সাথে ফেসমাস্ক এর হুবহু মিল আছে। খুব সুন্দর।,2
218,সব গুলোই ভালো ছিলো। শুধু ফেসমাস্ক এর প্যাকেট এক জায়গায় ভাঙ্গা ছিল।,0
219,এত কম দামে ফেসমাস্ক। খুব খুশি কিনতে পেরে।,2
220,"ফেসমাস্ক হাতে পেয়েছি, মেয়াদও আছে দেখলাম।",1
221,"আমি দুইবার নিয়েছি, ভালো ফেসমাস্ক সবাই পছন্দ করে নিতে পারেন।",2
222,১০০% অথেন্টিক ফেসমাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2
223,ধন্যবাদ দারাজ কে। সঠিক ফেসমাস্ক হাতে পেয়েছি।,2
224,জাস্ট অসাধরন ফেসমাস্ক। আমার খুবই পছন্দ হয়েছে।,2
225,প্রডাক্ট আশানুরূপ সাথে একটা ফেসমাস্ক ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
226,"একদমই ভালো না, এর থেকে বাজারের লোকাল ফেসমাস্ক ভালো।",0
227,এত কম দামে ফেসমাস্ক। খুব খুশি কিনতে পেরে।,2
228,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেসমাস্ক পেয়েছি।,2
229,সেলার রেসপন্স ভালো। ফেসমাস্ক ব্যবহার করে রিভিউ দিবো।,1
230,"আমি দুইবার নিয়েছি, ভালো ফেসমাস্ক সবাই পছন্দ করে নিতে পারেন।",2
231,১০০% অথেন্টিক ফেসমাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2
232,এত কম দামে ফেসমাস্ক। খুব খুশি কিনতে পেরে।,2
233,১০০% অথেন্টিক ফেসমাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2
234,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2
235,"অসাধারণ! মিনি ফেসমাস্ক, খুব ভালো প্রোডাক্ট।",2
236,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
237,"ফেসমাস্ক ঠিকঠাকই আছে, তবে খুব একটা এক্সট্রা অর্ডিনারি কিছু না।",1
238,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
239,অনেক ভালো ফেসমাস্ক। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2
240,"ফেসমাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2
241,ধন্যবাদ দারাজ কে। সঠিক ফেসমাস্ক হাতে পেয়েছি।,2
242,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2
243,"সেলার প্রতারক, নকল ফেসমাস্ক দিয়েছে।",0
244,"অসাধারণ! মিনি ফেসমাস্ক, খুব ভালো প্রোডাক্ট।",2
245,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
246,"ডেলিভারি দ্রুত পেয়েছি, তবে ফেসমাস্ক এর প্যাকেজিং আরো ভালো হতে পারতো।",1
247,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2
248,ফেসমাস্ক সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
249,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
250,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেসমাস্ক পেয়েছি।,2
251,"ফেসমাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2
252,খুবই ভালো মানের ফেসমাস্ক। একদম ন্যাচারাল মনে হয়।,2
253,অনেক ভালো ছিল ফেসমাস্ক কমে দামে। আপনারা চাইলে নিতে পারেন।,2
254,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
255,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
256,১০০% অথেন্টিক ফেসমাস্ক। চোখ বন্ধ করে নিতে পারেন সবাই।,2
257,প্রডাক্ট আশানুরূপ সাথে একটা ফেসমাস্ক ফ্রি দেওয়ার জন্য ধন্যবাদ।,2
258,অসাধারণ ফেসমাস্ক। সবার ব্যবহার করা উচিত।,2
259,ফেসমাস্ক সবসময়ই অনেক ভালো কাজ করে। ধন্যবাদ সেলারকে।,2
260,"একদমই ভালো না, এর থেকে বাজারের লোকাল ফেসমাস্ক ভালো।",0
261,এত কম দামে ফেসমাস্ক। খুব খুশি কিনতে পেরে।,2
262,ফেসমাস্ক পেলাম আজকে। সব মিলিয়ে এভারেজ প্রোডাক্ট।,1
263,মোটামুটি মানের ফেসমাস্ক। দাম অনুযায়ী ঠিক আছে।,1
264,দাম অনুযায়ী অনেক ভালো একটা ফেসমাস্ক।,2
265,বাজারের চেয়ে কম মূল্যে অরিজিনাল ফেসমাস্ক পেয়েছি।,2
266,"ফেসমাস্ক নিয়ে নতুন কি আর বলব, দারুন!",2
267,সেলার ভাই এর ব্যবহার খুব ভালো। ফেসমাস্ক দ্রুত হাতে পেয়েছি।,2
268,"ফেসমাস্ক এর অবস্থা খুবই খারাপ, রিটার্ন করবো।",0
269,অনেক ভালো একটি ফেসমাস্ক। ধন্যবাদ সেলারকে।,2
270,দ্রুত ডেলিভারি দেয়ার জন্য অসংখ্য ধন্যবাদ। ফেসমাস্ক টা অনেক সুন্দর।,2
271,সেলার ভাই এর ব্যবহার খুব ভালো। ফেসমাস্ক দ্রুত হাতে পেয়েছি।,2
272,"আমি দুইবার নিয়েছি, ভালো ফেসমাস্ক সবাই পছন্দ করে নিতে পারেন।",2
273,অনেক ভালো একটি ফেসমাস্ক। ধন্যবাদ সেলারকে।,2
274,ধন্যবাদ দারাজ কে। সঠিক ফেসমাস্ক হাতে পেয়েছি।,2
275,প্যাকেজিং খুব ভালো ছিল। অরিজিনাল ফেসমাস্ক পেয়েছি।,2
